Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Course Level,Assessment Score,Time per Day,IQ,Memory Power,Concentration,student_level,num_examples,break_interval,num_test_questions,course_duration,course_name,material_name,material_level
Matthew,9,M,USA,California,San Francisco,Clerk,High,1,26,5,86,3,3,1,7,30,15,25,Basic_Python,Python_material,1
Jamie,14,M,UK,England,London,Teacher,Upper Middle,2,72,5,117,7,6,2,5,30,12,20,Intermediate_Python,Python_material,1
Veronica,13,F,USA,Texas,Dallas,Farmer,Lower Middle,2,59,2,105,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Gabrielle,14,M,India,Maharashtra,Mumbai,Farmer,High,1,42,4,97,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Mariah,14,M,Canada,Ontario,Toronto,Clerk,Upper Middle,2,54,2,108,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Alicia,10,M,Canada,Quebec,Quebec City,IT Professional,Lower Middle,1,46,5,93,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Ronald,11,F,India,Delhi,New Delhi,IT Professional,Lower Middle,2,56,6,99,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Michael,15,M,UK,England,London,Clerk,High,2,52,6,107,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Jonathan,18,F,USA,California,San Francisco,Clerk,Upper Middle,1,50,6,106,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Pamela,10,F,India,Maharashtra,Mumbai,Doctor,Low,1,35,6,88,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Lauren,11,M,Canada,Ontario,Ottawa,Clerk,Upper Middle,3,92,7,130,10,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Vanessa,9,M,UK,England,London,Engineer,Low,1,37,4,92,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Molly,17,F,India,Delhi,New Delhi,Businessperson,Low,1,47,6,102,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Scott,9,F,USA,New York,Buffalo,Businessperson,Upper Middle,3,90,6,126,7,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Jodi,8,M,UK,Scotland,Glasgow,Clerk,Lower Middle,2,56,6,107,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Justin,13,M,UK,Scotland,Edinburgh,Teacher,Upper Middle,3,79,6,123,9,9,3,3,50,12,15,Learn_Good_Python,Python_material,1
Louis,13,M,UK,England,London,Clerk,Lower Middle,1,35,1,93,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Timothy,16,M,Canada,Ontario,Ottawa,IT Professional,High,1,41,1,94,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Ashley,16,M,USA,New York,New York City,Doctor,Low,2,57,2,102,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Christina,8,M,India,Tamil Nadu,Chennai,Engineer,Lower Middle,2,60,8,108,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Daniel,11,F,Canada,Ontario,Ottawa,Doctor,Lower Middle,2,56,5,105,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Lori,15,M,UK,Scotland,Glasgow,Clerk,Lower Middle,3,85,7,126,9,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Brittany,9,F,India,Tamil Nadu,Coimbatore,IT Professional,Lower Middle,2,60,4,101,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Connor,14,M,UK,England,London,Engineer,High,2,54,4,96,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Andrew,17,F,UK,Scotland,Glasgow,Engineer,High,2,55,2,102,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Bailey,9,F,Canada,Quebec,Montreal,Engineer,High,1,40,5,93,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Ashley,8,M,India,Tamil Nadu,Chennai,Engineer,Upper Middle,1,46,5,96,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Joshua,15,F,UK,England,London,Businessperson,High,1,43,4,91,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Brandy,11,M,UK,England,Manchester,Clerk,Lower Middle,1,42,5,95,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Lisa,17,M,Canada,Quebec,Montreal,Engineer,Upper Middle,3,86,5,120,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Sierra,13,F,UK,Scotland,Edinburgh,Clerk,Lower Middle,1,48,1,102,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Mallory,12,F,India,Tamil Nadu,Chennai,IT Professional,High,2,74,2,111,6,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Christina,11,M,Canada,Ontario,Ottawa,Engineer,Upper Middle,3,80,8,128,8,7,3,3,40,10,15,Learn_Good_Python,Python_material,1
Logan,8,M,UK,Scotland,Glasgow,Businessperson,High,2,55,6,96,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Hannah,8,F,USA,New York,Buffalo,Farmer,Upper Middle,3,84,7,124,9,8,3,3,40,12,15,Learn_Good_Python,Python_material,1
Steven,13,F,Canada,Quebec,Quebec City,Businessperson,Lower Middle,1,49,2,108,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Isabel,8,F,India,Delhi,New Delhi,IT Professional,Upper Middle,3,87,7,124,7,7,3,5,40,10,15,Learn_Good_Python,Python_material,1
Jose,16,F,Canada,Ontario,Toronto,Farmer,High,1,29,2,86,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Justin,11,F,USA,California,Los Angeles,Engineer,High,1,32,1,85,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Seth,12,M,UK,England,Manchester,IT Professional,High,2,55,5,106,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
David,17,F,USA,New York,Buffalo,Farmer,Upper Middle,3,90,8,125,7,6,3,5,30,10,15,Learn_Good_Python,Python_material,1
Marilyn,9,F,India,Maharashtra,Mumbai,Doctor,Upper Middle,3,77,5,116,9,8,3,3,40,12,15,Learn_Good_Python,Python_material,1
Ronnie,15,F,UK,Scotland,Glasgow,Doctor,Lower Middle,2,54,2,107,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Lori,11,M,USA,Texas,Dallas,Farmer,Lower Middle,1,47,2,91,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Deanna,18,F,USA,New York,Buffalo,Farmer,Low,3,77,5,111,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Ariel,13,M,UK,Scotland,Edinburgh,Teacher,Lower Middle,3,77,8,113,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Kimberly,16,F,Canada,Ontario,Ottawa,Teacher,Lower Middle,1,44,1,89,3,3,1,7,30,15,25,Basic_Python,Python_material,1
Gabriel,14,M,India,Delhi,New Delhi,Farmer,Lower Middle,1,38,4,91,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Sara,11,F,USA,Texas,Dallas,Teacher,Upper Middle,2,57,6,99,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Sarah,14,M,UK,Scotland,Edinburgh,IT Professional,High,1,40,1,99,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Emily,17,M,India,Delhi,New Delhi,Teacher,Lower Middle,1,33,2,92,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Louis,14,F,USA,New York,New York City,IT Professional,Lower Middle,2,56,5,107,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Christopher,17,F,USA,Texas,Houston,IT Professional,Upper Middle,1,43,2,96,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Jonathan,14,F,USA,California,San Francisco,Teacher,Low,2,54,6,94,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Heather,8,M,UK,England,Manchester,Engineer,Upper Middle,3,77,6,114,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Heather,18,F,Canada,Quebec,Quebec City,Teacher,High,2,67,3,112,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Peter,17,F,India,Maharashtra,Mumbai,Farmer,Lower Middle,1,44,6,91,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Patricia,14,F,India,Tamil Nadu,Chennai,IT Professional,Low,2,57,6,100,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Amy,9,M,USA,New York,Buffalo,Clerk,Lower Middle,2,54,2,100,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Raymond,15,F,UK,Scotland,Glasgow,Engineer,Upper Middle,2,55,2,103,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
James,16,F,UK,England,Manchester,Laborer,Low,3,76,3,116,8,9,3,5,50,12,15,Learn_Good_Python,Python_material,1
Caitlin,17,F,UK,England,Manchester,Businessperson,Upper Middle,1,48,5,99,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Austin,16,M,USA,California,San Francisco,IT Professional,High,2,52,4,110,8,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Shawn,14,M,UK,Scotland,Glasgow,Laborer,Lower Middle,3,93,4,127,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Christopher,9,M,USA,California,Los Angeles,Clerk,Low,1,47,1,94,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Joseph,12,M,India,Tamil Nadu,Chennai,Engineer,Low,1,50,5,98,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Micheal,14,F,USA,Texas,Houston,Laborer,Upper Middle,2,53,6,105,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Joshua,9,M,USA,Texas,Dallas,Doctor,Upper Middle,2,51,6,107,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Jessica,13,F,India,Tamil Nadu,Chennai,IT Professional,High,2,65,7,114,8,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Lauren,13,M,UK,England,London,Doctor,High,1,43,1,99,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Travis,13,F,USA,California,San Francisco,Doctor,Low,1,37,5,92,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Zachary,16,M,Canada,Ontario,Ottawa,Businessperson,Upper Middle,3,88,7,118,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Eric,14,F,USA,California,Los Angeles,Farmer,High,2,53,3,103,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Wesley,9,M,UK,England,Manchester,Laborer,Lower Middle,2,58,3,101,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Krista,17,M,UK,England,London,Businessperson,High,1,34,4,89,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Crystal,9,M,Canada,Ontario,Ottawa,Doctor,Upper Middle,1,49,4,108,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Timothy,8,M,Canada,Ontario,Toronto,Businessperson,Low,1,39,6,85,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Drew,13,M,Canada,Ontario,Ottawa,Clerk,Low,1,45,3,96,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Mario,14,F,USA,California,Los Angeles,IT Professional,Upper Middle,2,52,4,101,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Tammy,11,M,UK,England,Manchester,Doctor,High,2,66,4,106,4,5,2,7,30,12,20,Intermediate_Python,Python_material,1
James,18,M,USA,Texas,Houston,Laborer,Upper Middle,1,47,3,95,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Timothy,15,M,Canada,Quebec,Montreal,Clerk,High,1,27,6,87,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Ariana,13,F,USA,California,San Francisco,IT Professional,Low,2,56,3,105,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Kimberly,10,M,India,Delhi,New Delhi,Teacher,Upper Middle,1,41,5,100,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Amanda,14,F,USA,California,Los Angeles,IT Professional,Low,2,51,8,105,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Bonnie,15,M,USA,Texas,Houston,Farmer,Low,1,50,6,96,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Shane,16,M,UK,England,London,Clerk,Lower Middle,1,46,5,93,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Virginia,8,M,Canada,Ontario,Toronto,Engineer,Upper Middle,2,54,7,108,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Roberta,8,M,India,Tamil Nadu,Chennai,Businessperson,Low,2,53,3,104,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Daniel,8,M,UK,England,Manchester,Businessperson,Lower Middle,3,100,3,140,10,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Cindy,11,M,USA,Texas,Houston,Doctor,High,1,38,2,87,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Allen,18,F,UK,Scotland,Glasgow,Teacher,Upper Middle,1,36,4,94,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Theodore,8,F,Canada,Quebec,Quebec City,IT Professional,Upper Middle,2,52,5,100,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Linda,16,M,USA,California,Los Angeles,Farmer,High,1,49,3,107,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Eric,18,M,UK,Scotland,Glasgow,Farmer,Low,1,43,2,98,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Rebecca,14,F,USA,California,Los Angeles,Clerk,Lower Middle,1,47,2,88,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Logan,13,M,UK,England,Manchester,Businessperson,Upper Middle,1,46,6,102,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Sarah,9,F,UK,England,London,Doctor,Upper Middle,1,41,4,92,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Stephen,17,F,Canada,Quebec,Montreal,Clerk,Lower Middle,1,37,6,85,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Tanner,17,F,USA,Texas,Dallas,IT Professional,Upper Middle,1,34,2,89,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Connie,11,F,India,Maharashtra,Pune,IT Professional,Lower Middle,2,75,5,114,9,8,2,3,40,12,20,Intermediate_Python,Python_material,1
Joyce,15,F,India,Tamil Nadu,Coimbatore,Businessperson,High,2,61,4,101,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Krista,10,M,UK,Scotland,Edinburgh,Doctor,High,3,77,5,125,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
Hayley,10,M,UK,Scotland,Glasgow,Clerk,Low,3,83,6,123,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
David,8,F,UK,Scotland,Edinburgh,Laborer,Upper Middle,1,50,4,101,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Jeffrey,10,M,India,Maharashtra,Pune,Businessperson,Lower Middle,2,59,7,103,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Robert,15,F,India,Delhi,New Delhi,IT Professional,High,3,90,2,125,8,7,3,5,40,10,15,Learn_Good_Python,Python_material,1
Nicole,14,M,Canada,Quebec,Montreal,Farmer,Lower Middle,2,53,6,96,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Jessica,12,F,India,Maharashtra,Pune,Businessperson,High,1,49,3,103,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Tracy,16,M,India,Delhi,New Delhi,Businessperson,Lower Middle,1,38,4,92,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Hannah,11,F,Canada,Quebec,Quebec City,Clerk,Upper Middle,1,48,2,104,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Eugene,8,M,Canada,Quebec,Montreal,Clerk,Upper Middle,1,50,4,95,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Kenneth,8,M,India,Tamil Nadu,Coimbatore,Teacher,Upper Middle,1,33,5,92,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Kenneth,15,M,UK,Scotland,Glasgow,Farmer,Low,2,62,4,106,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Christina,14,M,Canada,Ontario,Ottawa,Engineer,Upper Middle,1,42,5,90,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Scott,8,M,USA,Texas,Houston,Clerk,High,1,47,6,94,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Michael,10,M,UK,England,London,Farmer,Lower Middle,2,70,3,114,6,6,2,5,30,12,20,Intermediate_Python,Python_material,1
Jeffrey,9,F,UK,England,London,IT Professional,Upper Middle,2,61,7,105,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Shaun,15,F,India,Tamil Nadu,Coimbatore,Laborer,Lower Middle,2,64,5,112,7,8,2,5,40,12,20,Intermediate_Python,Python_material,1
Curtis,15,M,India,Maharashtra,Mumbai,Businessperson,High,1,48,4,99,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Ryan,16,F,India,Delhi,New Delhi,IT Professional,Upper Middle,1,47,5,105,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Lisa,16,M,India,Delhi,New Delhi,IT Professional,High,1,46,6,96,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Steven,10,F,UK,England,Manchester,Teacher,High,1,40,5,95,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Joseph,15,F,Canada,Ontario,Toronto,Laborer,Low,2,63,7,104,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Alexis,14,F,UK,England,London,IT Professional,Upper Middle,3,89,7,122,7,6,3,5,30,10,15,Learn_Good_Python,Python_material,1
Cassandra,17,F,India,Tamil Nadu,Coimbatore,Clerk,High,3,81,5,111,9,10,3,3,50,12,15,Learn_Good_Python,Python_material,1
Sarah,8,M,UK,Scotland,Edinburgh,Laborer,Lower Middle,2,51,2,109,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
James,9,F,Canada,Quebec,Quebec City,Teacher,Upper Middle,3,100,6,135,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
John,18,F,UK,England,London,IT Professional,Low,1,30,4,85,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Meghan,18,M,India,Tamil Nadu,Coimbatore,Laborer,Low,2,65,3,109,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Roy,16,M,UK,Scotland,Glasgow,Clerk,High,1,43,3,94,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Joel,12,F,Canada,Ontario,Toronto,Farmer,Low,3,88,6,122,6,6,3,5,30,10,15,Learn_Good_Python,Python_material,1
Jermaine,8,M,Canada,Quebec,Montreal,Businessperson,High,2,57,3,107,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Ellen,10,F,USA,California,Los Angeles,IT Professional,High,3,100,7,134,8,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Kayla,11,M,USA,New York,New York City,Clerk,Low,3,87,6,121,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Ashley,10,M,UK,England,Manchester,IT Professional,Lower Middle,1,42,4,89,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Luke,16,M,USA,Texas,Dallas,Engineer,High,1,46,2,92,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Angela,16,F,UK,Scotland,Glasgow,Farmer,Lower Middle,2,59,7,104,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Brandon,9,F,UK,Scotland,Edinburgh,Clerk,Upper Middle,3,83,2,116,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Allison,18,M,UK,Scotland,Glasgow,Farmer,Lower Middle,1,38,4,96,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Sherri,15,F,UK,Scotland,Glasgow,Doctor,Low,3,89,4,123,8,8,3,5,40,10,15,Learn_Good_Python,Python_material,1
Lisa,18,F,UK,Scotland,Edinburgh,Doctor,Lower Middle,1,29,5,88,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Jesse,18,F,India,Tamil Nadu,Coimbatore,Engineer,Upper Middle,3,82,7,123,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Michael,11,M,USA,California,Los Angeles,Teacher,Low,1,42,3,99,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Walter,10,M,India,Tamil Nadu,Coimbatore,Farmer,Lower Middle,3,80,8,119,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Timothy,9,M,USA,Texas,Houston,Farmer,Low,1,50,2,103,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Michael,10,M,USA,California,Los Angeles,Businessperson,Upper Middle,3,85,7,124,9,9,3,3,50,12,15,Learn_Good_Python,Python_material,1
Sharon,16,M,USA,Texas,Dallas,IT Professional,Lower Middle,3,85,4,121,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Sarah,10,F,UK,Scotland,Glasgow,Engineer,Low,1,40,3,86,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Melissa,10,M,Canada,Quebec,Quebec City,Laborer,Low,2,73,5,114,9,8,2,3,40,12,20,Intermediate_Python,Python_material,1
Emily,12,M,USA,New York,New York City,Farmer,Upper Middle,3,78,4,112,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Donna,11,F,Canada,Ontario,Toronto,Businessperson,High,2,63,8,109,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Doris,9,M,USA,California,Los Angeles,Engineer,Low,3,85,3,125,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
David,9,F,India,Delhi,New Delhi,Engineer,Lower Middle,1,46,3,89,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Timothy,14,M,USA,New York,Buffalo,Engineer,Upper Middle,3,76,3,114,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Tammie,15,F,India,Maharashtra,Pune,Laborer,Low,3,85,5,129,7,7,3,3,40,10,15,Learn_Good_Python,Python_material,1
Melissa,12,F,USA,New York,New York City,Laborer,Lower Middle,2,55,7,105,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Anthony,12,F,India,Tamil Nadu,Chennai,Laborer,Lower Middle,2,59,4,104,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Susan,14,F,India,Delhi,New Delhi,Teacher,Low,1,39,6,90,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Janet,18,M,India,Maharashtra,Mumbai,Clerk,High,1,48,6,90,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Michelle,16,M,USA,California,San Francisco,Businessperson,Upper Middle,3,77,8,121,9,9,3,3,50,12,15,Learn_Good_Python,Python_material,1
Nicole,15,F,UK,Scotland,Edinburgh,Clerk,Upper Middle,2,53,3,101,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Richard,18,F,USA,California,Los Angeles,Laborer,Upper Middle,2,51,7,93,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Max,15,M,India,Tamil Nadu,Chennai,Businessperson,Low,1,41,4,95,6,5,1,7,30,15,25,Basic_Python,Python_material,1
David,9,M,UK,Scotland,Edinburgh,Laborer,High,2,64,8,110,9,10,2,3,50,15,20,Intermediate_Python,Python_material,1
Phillip,14,M,UK,England,London,Businessperson,Lower Middle,2,53,3,101,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Molly,17,F,Canada,Quebec,Montreal,Doctor,Lower Middle,2,54,3,109,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Justin,13,F,Canada,Ontario,Toronto,Engineer,Lower Middle,3,83,2,121,9,9,3,3,50,12,15,Learn_Good_Python,Python_material,1
Timothy,16,M,USA,New York,New York City,Businessperson,High,1,42,6,101,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Dennis,8,M,Canada,Quebec,Quebec City,Farmer,Lower Middle,3,91,3,122,9,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Lacey,13,M,USA,Texas,Houston,Businessperson,High,2,63,6,106,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Wendy,15,F,USA,California,San Francisco,Farmer,Upper Middle,2,55,5,110,8,9,2,5,50,15,20,Intermediate_Python,Python_material,1
Amber,8,F,UK,Scotland,Glasgow,IT Professional,Lower Middle,1,36,4,94,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Michael,12,F,Canada,Ontario,Toronto,IT Professional,Lower Middle,1,44,5,93,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Emily,9,F,India,Delhi,New Delhi,Clerk,Lower Middle,3,78,8,124,8,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Cynthia,10,F,USA,New York,Buffalo,Doctor,Low,3,77,6,112,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Rose,8,M,UK,Scotland,Glasgow,Farmer,Lower Middle,2,56,8,103,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Tina,8,M,USA,Texas,Dallas,Teacher,Lower Middle,2,59,6,102,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Samuel,18,M,India,Tamil Nadu,Chennai,IT Professional,High,1,47,6,95,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Kathleen,17,F,UK,England,Manchester,Farmer,Low,1,44,1,90,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Susan,16,F,India,Delhi,New Delhi,Farmer,High,1,46,4,97,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Debra,13,F,UK,Scotland,Edinburgh,Farmer,High,3,82,6,120,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Heidi,14,F,Canada,Quebec,Quebec City,Farmer,High,1,47,1,104,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Lisa,8,F,Canada,Quebec,Quebec City,Engineer,Low,2,56,7,98,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Scott,9,F,Canada,Quebec,Montreal,Farmer,Low,3,88,6,130,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Jennifer,14,M,UK,England,London,Doctor,Upper Middle,1,45,4,99,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Nancy,18,M,India,Tamil Nadu,Coimbatore,Businessperson,Lower Middle,1,30,5,88,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Stephen,14,F,UK,England,London,Laborer,Lower Middle,1,50,1,101,4,3,1,7,30,15,25,Basic_Python,Python_material,1
John,17,F,Canada,Ontario,Ottawa,Laborer,High,3,83,3,118,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Lisa,13,M,India,Tamil Nadu,Coimbatore,IT Professional,Upper Middle,2,54,4,103,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Kimberly,14,M,India,Maharashtra,Pune,Doctor,Upper Middle,1,34,2,93,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Hannah,14,F,USA,Texas,Houston,Clerk,Upper Middle,3,78,4,116,7,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Angela,14,F,UK,Scotland,Glasgow,Teacher,Low,1,44,2,86,4,4,1,7,30,15,25,Basic_Python,Python_material,1
John,10,F,Canada,Ontario,Ottawa,Laborer,Upper Middle,2,57,5,108,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Brandon,17,M,India,Tamil Nadu,Chennai,Farmer,Upper Middle,3,94,8,136,10,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Eric,17,M,USA,Texas,Dallas,Clerk,Low,2,63,8,105,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Vicki,8,M,USA,California,San Francisco,Engineer,Upper Middle,3,79,2,112,9,8,3,3,40,12,15,Learn_Good_Python,Python_material,1
Connie,11,F,Canada,Quebec,Quebec City,Farmer,High,1,33,1,91,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Kenneth,18,F,UK,England,London,Farmer,Lower Middle,2,65,5,106,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Matthew,8,M,UK,Scotland,Glasgow,Clerk,Low,1,28,4,85,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Alyssa,13,M,India,Delhi,New Delhi,Teacher,Low,1,42,1,87,2,2,1,7,30,15,25,Basic_Python,Python_material,1
